Sample	likelihood	
21600	-192447.23084196696	
21700	-192445.65710099987	
21800	-192445.65710099987	
21900	-192443.44817482523	
22000	-192442.8064887891	
22100	-192442.7606742758	
22200	-192442.60988314828	
22300	-192444.00728666768	
22400	-192444.64917136004	
22500	-192444.28706283995	
22600	-192440.59875874774	
22700	-192442.28530431294	
22800	-192441.77803445706	
22900	-192441.9751703695	
23000	-192439.83810647158	
23100	-192439.8296957436	
23200	-192441.83977189634	
23300	-192441.00268585834	
23400	-192439.21928985533	
23500	-192439.15646624798	
23600	-192439.15646624798	
23700	-192439.51612052284	
23800	-192440.38268728348	
23900	-192442.011428054	
24000	-192442.36633779856	
24100	-192442.09618470308	
24200	-192441.46767355024	
24300	-192441.46767355024	
24400	-192445.8069801866	
24500	-192445.8069801866	
24600	-192446.69233190722	
24700	-192447.5251497426	
24800	-192449.92411885742	
24900	-192452.87237886255	
25000	-192450.91011448554	
25100	-192450.4839586385	
25200	-192447.92721488528	
25300	-192450.86189440652	
25400	-192451.24447541506	
25500	-192451.29094311912	
25600	-192448.6516322663	
25700	-192449.4547230502	
25800	-192449.4547230502	
25900	-192447.48591143067	
26000	-192445.7585653929	
26100	-192445.7585653929	
26200	-192449.58463473577	
26300	-192446.98223427712	
26400	-192447.03385834466	
26500	-192448.65175447892	
26600	-192449.46021232993	
26700	-192447.11847655353	
26800	-192447.11847655353	
26900	-192445.26287762742	
27000	-192445.20668047006	
27100	-192445.20668047006	
27200	-192445.28814622646	
27300	-192444.259388865	
27400	-192441.98398426443	
27500	-192441.0727598056	
27600	-192437.66242474542	
27700	-192437.79405340715	
27800	-192437.7123670037	
27900	-192437.7123670037	
28000	-192437.61653660692	
28100	-192438.1365942378	
28200	-192437.78852532274	
28300	-192439.16442148306	
28400	-192439.87059238087	
28500	-192439.87059238087	
28600	-192439.87059238087	
28700	-192439.7283303814	
28800	-192441.97201888793	
28900	-192442.8197631286	
29000	-192440.09605319012	
29100	-192440.28980744001	
29200	-192440.13357101454	
29300	-192440.1778232215	
29400	-192442.04311337092	
29500	-192442.4731092791	
29600	-192441.9749952585	
29700	-192434.02499115732	
29800	-192435.81695628853	
29900	-192437.33814939178	
30000	-192442.63136134055	
30100	-192441.6929595647	
30200	-192440.6863404998	
30300	-192438.48160341688	
30400	-192440.40084430063	
30500	-192437.4453952106	
30600	-192435.80441932374	
30700	-192435.90057333035	
30800	-192435.35557787342	
30900	-192436.53705704646	
31000	-192436.15516213526	
31100	-192435.25979910174	
31200	-192435.9456805347	
31300	-192437.1191814096	
31400	-192433.92144027716	
31500	-192433.93895689776	
31600	-192429.37205587368	
31700	-192428.27888074267	
31800	-192428.27888074267	
31900	-192428.84539148936	
32000	-192429.1574986267	
32100	-192428.55293671374	
32200	-192429.7411997015	
32300	-192425.63058173915	
32400	-192425.7373878581	
32500	-192423.9710315655	
32600	-192421.90053830703	
32700	-192426.6042873744	
32800	-192431.0928487335	
32900	-192425.19021793595	
33000	-192419.03495675046	
33100	-192422.42932175152	
33200	-192422.42932175152	
33300	-192422.2542827702	
33400	-192422.12148258643	
33500	-192420.61296728769	
33600	-192421.55032708714	
33700	-192414.72801987582	
33800	-192414.7283792661	
33900	-192412.90931025348	
34000	-192413.19259429415	
34100	-192411.35925544408	
34200	-192410.81009745898	
34300	-192412.05782763034	
34400	-192411.41853854212	
34500	-192411.41853854212	
34600	-192411.56346675873	
34700	-192414.08132710325	
34800	-192414.27587532907	
34900	-192414.61194582892	
35000	-192414.61194582892	
35100	-192414.61194582892	
35200	-192414.31333736982	
35300	-192414.02752435426	
35400	-192414.1292836901	
35500	-192413.95406113108	
35600	-192413.75476298388	
35700	-192412.92022088225	
35800	-192413.4988906205	
35900	-192414.5816454179	
36000	-192415.13215616264	
36100	-192412.86472503468	
36200	-192410.85578158672	
36300	-192411.90076057208	
36400	-192411.40272293	
36500	-192413.4423863724	
36600	-192409.53538147325	
36700	-192409.68473443383	
36800	-192409.68473443383	
36900	-192409.68473443383	
37000	-192409.68473443383	
37100	-192409.78372754777	
37200	-192412.13309457773	
37300	-192413.35637117652	
37400	-192412.98731806973	
37500	-192408.10454159885	
37600	-192411.32830157317	
37700	-192412.8764840661	
37800	-192412.5081968359	
37900	-192412.32971126502	
38000	-192410.79743558113	
38100	-192412.87490791103	
38200	-192413.7795959868	
38300	-192418.0351135047	
38400	-192418.59178191517	
38500	-192419.13386344543	
38600	-192417.14579944083	
38700	-192417.12569668473	
38800	-192417.1918978542	
38900	-192417.2580764982	
39000	-192417.04509906148	
39100	-192415.99509496646	
39200	-192415.20890449357	
39300	-192413.10589654412	
39400	-192413.10589654412	
39500	-192414.0587044473	
39600	-192416.66123294947	
39700	-192415.34503782674	
39800	-192415.23017176744	
39900	-192413.91526338115	
40000	-192413.4438022499	
40100	-192413.7560723179	
40200	-192417.12464840699	
40300	-192417.56107064325	
40400	-192420.2628890129	
40500	-192415.45126955138	
40600	-192415.16343799085	
40700	-192411.65861105453	
40800	-192411.67673798383	
40900	-192412.14697046462	
41000	-192400.06982328816	
41100	-192399.80203240694	
41200	-192399.07082240834	
41300	-192399.93744543337	
41400	-192399.7663296737	
41500	-192398.32870866664	
41600	-192398.66267570367	
41700	-192398.66267570367	
41800	-192397.98844275207	
41900	-192398.63337275558	
42000	-192397.50076425725	
42100	-192398.0786118979	
42200	-192398.78585721966	
42300	-192395.90699398343	
42400	-192398.03903352912	
42500	-192398.30679849477	
42600	-192398.81884212405	
42700	-192398.09487251448	
42800	-192397.48589272363	
42900	-192397.52092533297	
43000	-192397.54218498457	
43100	-192399.67163899352	
43200	-192401.25430518267	
43300	-192396.8504101108	
43400	-192396.99714558208	
43500	-192395.1114903092	
43600	-192395.30079783252	
43700	-192395.2383633339	
43800	-192393.39076935983	
43900	-192394.545576886	
44000	-192396.77399997317	
44100	-192395.7783814482	
44200	-192395.3475635634	
44300	-192394.6045298285	
44400	-192393.79641751508	
